job title,company name,location,timetype_Skills
Data Center Engineering Operations Internship - UAE National Only,Amazon Data Services Emirates LLC - Dubai Branch -,"Dubai, United Arab Emirates ",Full TimeNot specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Data Center · Cisco · EMC · IBM
,,,
Data Center Engineering Operations Internship - UAE National Only,Amazon Data Services Emirates LLC -,"Abu Dhabi, United Arab Emirates ",Full TimeNot specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Data Center · Cisco · EMC · IBM
,,,
"English Teacher, English",Suraasa -,"Dubai, United Arab Emirates ",Full TimeNot specified · Customer Service/Support · Education/Teaching · Training/Instructor · Teaching · Education · Training · Customer Service · English · Customer Care · Customer Support
,,,
"Advisor (English account ) (B1+,B2)",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Customer Care · Call Center · Customer Service · Customer Support
,,,
Telesales Agent - Cairo,Digitec  -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · Customer Service · Sales Skills · Customer Support · Telesales · Call Center · Customer Care · Engllish
,,,
U-Tech English Voice Agentsss,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Call Center · English
,,,
Operations Coordinator,Geek Labs -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 2+ Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Project/Program Management · Team management · Team Leadership · KPIs · English · organizational management · Time Management · Project Implementation
,,,
Back Office Agent(Mail&Chat)B2 English speakers Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Administration · Customer Service/Support · Tourism/Travel · Customer Care · Customer Service · Customer Support · Microsoft Office · Call Center · English Teaching · English Training
,,,
Customer Service Vacancy (Bilingual Speakers: Spanish & English),Centro -,"Maadi, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Spanish · Call Center · English
,,,
Payment Operations Associate,Payfort INT FZ LLC - G21 -,"Dubai, United Arab Emirates ",Full TimeNot specified · Administration · Logistics/Supply Chain · Operations/Management · Operations · Microsoft Office · Customer Service · Administration · Logistics · Admin · Customer Support
,,,
Back Office Agent(Chat&Mail)English Account Etisalat UAE..,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Administration · Customer Service/Support · Tourism/Travel · Customer Care · Customer Service · Customer Support · Microsoft Office · Computer Skills · skills · Soft Skills
,,,
English Customer Service Representative,Sutherland -,"New Cairo, Cairo, Egypt ",Full TimeStudent · Administration · Customer Service/Support · Sales/Retail · Customer Care · Customer Service · Customer Support · Fresh · Contact Center · Call Center · Customer Service Management
,,,
Customer service agent(Mial&Chat) English Account,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Skills · Experience · English · Interpersonal skills · interpersonal · B2
,,,
Non-Voice(Mail&Chat) English Account Etisalat UAE..,Etisalat Egypt -,"Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Computer Skills · Customer Service · Customer Care · Customer Support · English · Customer Relations · Customs Clearance · Customer Satisfaction · Customer Retention
,,,
Customer Service / Administration,Future Hills Real Estate Dubai -,"Dubai, United Arab Emirates ",Full TimeNot specified · Administration · Customer Service/Support · Sales/Retail · Customer Service · Customer Support · Customer Care · Administration · Microsoft Office · Call Center · Sales
,,,
"Customer Care job at Vodafone UK/IE (Cairo, Alex)",_VOIS Egypt -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · Customer Service/Support · Other · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support · Vodafone
,,,
Telesales Agent,Xceed Contact Center -,"Cairo, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · BGP · OSPF · IS · MPLS · Technical Support · Information Technology (IT) · Computer Science · Engineering · Computer
,,,
Customer service Agent Non-Voice(Chat&Mail)B2 English speakers Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · English · Skills · Communication · Microsoft Office · English Teaching
,,,
Non-voice mail&chat (customer service English account )graduates.,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 7 Yrs of Exp · Banking · Customer Service/Support · Customer Service · Customer Support · customer care · call center · technical support · customer · agent · representative
,,,
Operations Supervisor,Amazon MENA -,"Riyadh, Saudi Arabia ",Full TimeNot specified · Customer Service/Support · Logistics/Supply Chain · Operations/Management · Operations · Management · Customer Service · Logistics · Customer Support · Supply Chain · Microsoft Office
,,,
Graduate - UAE - Sharjah,Petrofac -,"Dubai, United Arab Emirates ",Full TimeNot specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Customer Support · Customer Service · Information Technology (IT) · Microsoft Office · Engineering · Computer Science · Customer Care
,,,
Donor Relations Representative,Grifols Egypt for Plasma Derivatives -,"Suez, Egypt ",Full TimeExperienced · 1 - 4 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Care · Sales · Call Center · Customer Relations
,,,
"Customer service - Non-voice mail&chat - English account, graduates",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 6 Yrs of Exp · Banking · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Technical Support · Customer Relations · Customer Satisfaction · Customer Retention
,,,
U-Tech English Voice Agentss,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Call Center · English
,,,
Cisco Contact Center Engineer ( UCCE ),Elaraby Group -,"Abbassia, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cisco · Information Technology (IT) · UCCX · Voice · Routing · CUC · CUCM · Engineering
,,,
Customer Service Representative,Tamdeen Group -,"Kuwait City, Kuwait ",Full TimeNot specified · Customer Service/Support · Operations/Management · Sales/Retail · Customer Service · Customer Support · Customer Care · Call Center · Communication Skills · Sales · Microsoft Office
,,,
Customer service representative Non-Voice(Mail&Chat) b2 English speakers Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · English · Business Administration · b2 · Communication · Computer Skills
,,,
Customer Service Agent ( Back Office ) - Mail&Chat (( English Account )),Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 15 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · back office · English Teaching · English Training · English Education · English Instructing · English Literature · Business English
,,,
German Advisor,Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · german · English
,,,
Operations Officer- Alexandria,Confidential -,"Smouha, Alexandria, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Microsoft Office · SOP · Typing · Quality · Call Center · Data Entry
,,,
Fluent English speakers for Hilton account (Alexandria residents),Sutherland -,"Moharam Bek, Alexandria, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Hospitality/Hotels/Food Services · Tourism/Travel · Call Center · Customer Care · c1 · Customer Service · Customer Support · English · Hospitality
,,,
Customer service representative (Non_voice)mail&chat/English account.,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management · Customer Experience
,,,
Customer Representative - Giza,Merck Sharp & Dohme Corp -,"Cairo, Egypt ",Full TimeNot specified · Customer Service/Support · Medical/Healthcare · Sales/Retail · Customer Service · Customer Support · Customer Care · Call Center · Communication Skills · Sales · Microsoft Office
,,,
Office Manager - Contact Center (Egypt),Partners for Growth -,"Cairo, Egypt ",Full TimeNot specified · Accounting/Finance · Administration · Operations/Management · Microsoft Office · Administration · Office Management · Secretary · Admin · Accounting · Finance
,,,
Services Delivery Manager,DeepSource -,"Riyadh, Saudi Arabia ",Full TimeNot specified · Customer Service/Support · IT/Software Development · Operations/Management · Customer Service · Customer Support · Customer Care · Information Technology (IT) · Management · Computer Science · Microsoft Office
,,,
Benefits Services Specialist,Amazon Middle East and North Africa FZ-LLC -,"Dubai, United Arab Emirates ",Full TimeNot specified · Customer Service/Support · Human Resources · IT/Software Development · Customer Service · Customer Support · Customer Care · Microsoft Office · Human Resources (HR) · Call Center · English
,,,
Customer Service Manager - Moving & Relocations,CC Staffing International -,"Doha, Qatar ",Full TimeNot specified · Administration · Customer Service/Support · Sales/Retail · Customer Service · Customer Care · Customer Support · Sales · Sales Skills · Call Center · Microsoft Office
,,,
Customer Support Representative,Centro -,"Maadi, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · Customer Support · Call Center · Computer Skills · English
,,,
German Customer Service Advisor,Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Service · Customer Care · german · Call Center · Customer Support
,,,
"Customer service representative (Mail&Chat) English Account/Etisalat UAE.,",Etisalat Egypt -,"Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Operations/Management · Sales/Retail · Customer Care · Customer Service · Customer Support · Experience · interpersonal · Sales · Customer Relations
,,,
Project and Program Advisor,Equinix -,"Dubai, United Arab Emirates ",Full TimeNot specified · Customer Service/Support · IT/Software Development · Project/Program Management · Project Management · Information Technology (IT) · Program Management · Management · Computer Science · PMP · Customer Care
,,,
Back Office Agent (Mail&Chat) b2 English speakers,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Microsoft Office · Customer Relations · Customer Operations Performance Centre · Office management · Communication · Client Support
,,,
Customer Success Associate (Emirati National),Customer Experience Group -,"Dubai, United Arab Emirates ",Full TimeNot specified · Customer Service/Support · IT/Software Development · Sales/Retail · Customer Service · Customer Support · Customer Care · Sales · Sales Skills · Microsoft Office · Client Relationships
,,,
Backoffice/Customer service(mail&chat)English account..,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 10 Yrs of Exp · Banking · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Technical Support · Customer Relations · Customer Satisfaction · Customer Retention
,,,
Operations Associate,iSchool Limited -,"Cairo, Egypt ",Full TimeNot specified · Administration · Logistics/Supply Chain · Operations/Management · Operations · Microsoft Office · Customer Service · Administration · Logistics · Admin · Customer Support
,,,
Customer Success Associate (Emirati National),CXG -,"Dubai, United Arab Emirates ",Full TimeNot specified · Customer Service/Support · IT/Software Development · Sales/Retail · Customer Service · Customer Support · Customer Care · Sales · Sales Skills · Microsoft Office · Client Relationships
,,,
Back Office Agent (Chat&Mail) B2 English speakers/Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · English · Microsoft Office · Customs Clearance · Customer Retention · Customer Satisfaction · b2
,,,
customer service agent,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 0 - 8 Yrs of Exp · Customer Service/Support · Operations/Management · Call Center · Customer Care · Customer Service · Customer Support · English · Fresh
,,,
Billing and Collection Specialist,3Sixty -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Customer Service/Support · Sales/Retail · Accounting · Administration · business · Billing · Business Administration · collections · Collection
,,,
"Customer service representative - mail&chat - English account,Cairo",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 8 Yrs of Exp · Banking · Customer Service/Support · Customer Service · Customer Care · Customer Support · Call Center · Technical Support · Customer Relations · Customer Satisfaction · Customer Retention
,,,
Back Office Agent (Mail&Chat)/ B2 English speakers,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · English · Microsoft Office · Customer Relations · Customs Clearance · Customer Satisfaction · Customer Retention
,,,
Back Office Agent (Mail&Chat) English Account Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Service · Customer Support · Customer Care · Microsoft Office · Computer Skills · Customer Relations · Customs Clearance · Customer Satisfaction · Customer Retention
,,,
Billing & Collections Team Leader,3Sixty -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · Accounting/Finance · Customer Service/Support · Sales/Retail · Accounting · Administration · Business Administration · Billing · Collection · Customer Service · Finance
,,,
Customer service representative Non-Voice(Mail&Chat) English account/ Etisalat UAE.,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Experience · Sales · Customer Relations · Customs Clearance · Customer Retention · Customer Satisfaction
,,,
Customer service (backoffice mail&chat) English account/Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Customer Relations · Call Center · Customer Satisfaction · Customer Retention · Customer Service Management · Customer Experience
,,,
English Mail & Chat Agents(Shopping Company) /////Males ONLYYY …....,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Back Office · Webchat · Customer support · Customer service · English · Call Center · Customer Care
,,,
Sales Agents (Software Company) New Project............,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · Administration · Customer Service/Support · Sales/Retail · Back Office · Webchat · Customer support · Customer service · English · Call Center · Customer Care
,,,
Enterprise Direct Sales Agent (Cairo - Delta - Canal - Upper Egypt-Alexandria),Orange Egypt -,"Smart Village, Giza, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Sales/Retail · Sales · sales skills · Outdoor Sales · Call Center · Customer · Customer Service · Indoor Sales · Sales Field · Business Development
,,,
Fluent (C1) English Telesales / Fixed Morning Shifts,Majorel Egypt -,"Cairo, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Customer Service · Customer Care · Customer Support · Telesales · Communication Skills · Call Center
,,,
Customer Care Rep for Vodafone UK/IE from Home,_VOIS Egypt -,"Cairo, Egypt ",Full TimePart TimeWork From HomeEntry Level · Customer Service/Support · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support · Vodafone · Vodafone Uk
,,,
Customer Support Representative,Confidential -,"Cairo, Egypt ",Full TimeShift BasedEntry Level · Customer Service/Support · Customer · Customer Service · customer support representative · Representative · Customer Support · Customer Care · Call Center · english · french
,,,
Customer Service Representative - Inbound,Premium Card -,"Dokki, Giza, Egypt ",Full TimeExperienced · 0 - 3 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Communication · Call center
,,,
"Customer service Agent, Non-Voice(Mail&Chat) English Account Etisalat UAE",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · Customer Relations · Customer Retention · Customer Operations Performance Centre · English Teaching · English Education
,,,
Customer service Agent Non-Voice(Mail&Chat)English Account Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · English Teaching · English Education · English Instructing · English Literature · Customer Relations
,,,
Customer Service Agent - Mail & Chat ( Back office - English Account ),Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 15 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Care · Customer Service · Customer Support · back office · English Teaching · English Education · English Instructing · English Training
,,,
Customer service representative (Mail&Chat) English Account/Etisalat UAE..,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Experience · interpersonal · Sales · Customer Relations · Customs Clearance · Customer Satisfaction
,,,
Customer Service Representative - Travel,Safa International Travel -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · males_only · Customer Service/Support · Tourism/Travel · Customer Care · Customer Service · Customer Support · Travel · English · Tourism · Customer · Service
,,,
Telesales Representative - Europe & UK Account,Global Travel Association -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · Business Development · Customer Service/Support · Call Center · Communication skills · Offshore · Telesales · Customer Service · sales skills · Customer Support · Customer Service Management
,,,
"Non-voice customer service (mail&chat)backoffice,English account/Etisalat UAE.",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 6 Yrs of Exp · Banking · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management
,,,
Sales Agents (Software Company) New Project,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · Administration · Customer Service/Support · Sales/Retail · Back Office · Webchat · Customer support · Customer service · English · Call Center · Customer Care
,,,
Customer Service Representative,TOP EDUCATION ACADEMY  -,"Agouza, Giza, Egypt ",Full TimeExperienced · 1+ Yrs of Exp · Administration · Customer Service/Support · Sales/Retail · Communication · Communication skills · Customer Care · Customer Service · Customer Support · excel · English
,,,
CSR (English Account),Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeShift BasedEntry Level · Customer Service/Support · Customer Support · Customer Service · Technical Support · Call Center · Customer Care
,,,
Customer Care Rep for Vodafone UK/IE (Cairo-Alex-Remote),_VOIS Egypt -,"Cairo, Egypt ",Full TimePart TimeWork From HomeEntry Level · Customer Service/Support · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support · Vodafone · Vodafone Uk
,,,
"German Speaking Customer Service Advisor - Relocate to Athens, Greece",Webhelp Greece -,"Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Communication · Customer Service · Customer Support · Inbound · Emails · Customer Care · Call Center · Inbound Calls · Support
,,,
Customer service representative Non-Voice(Chat&Mail) English Account Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Support · Experience · Sales · Microsoft Office · Communication · skills · English Teaching · Engineering Services
,,,
International Customer Support Advisor,Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Customer Care · Call Center · English · Communication Skills · MS Office
,,,
Hotel Operations Specialist,Cultiv -,"Heliopolis, Cairo, Egypt ",Full TimeShift BasedExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Tourism/Travel · B2B · Call Center · Customer Service · Customer Support · gds · Sales · Tourism · Travel
,,,
Customer Service (English Account),Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Other · Sales/Retail · B2 · Customer Care · Customer Service · Customer Support · English · Call Center · Inbound Calls
,,,
Business Market Researcher,MENA INTEL -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · Analyst/Research · English · Communication skills · Telesales · Social Media · Market Research · Research Analysis · Customer Support · Call Center
,,,
Service Advisor,THREE SIXTY COMPANY -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · 2 - 5 Yrs of Exp · males_only · Customer Service/Support · Sales/Retail · Communication · Communication skills · Customer Care · Customer Service · Call Center · Customer Support · Workshop Management · Automotive Maintenance
,,,
Customer service Agent NonVoice(Mail&Chat)English Account/Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Experience · Sales · Customer Relations · Custom Clearance · Customer Satisfaction · Business Administration
,,,
"Customer service representative (backoffice mail&chat)English account,Etisalat UAE.",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 7 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management · Customer Experience
,,,
Customer service representative Back Office(Chat&Mail)English Account/Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Experience · Sales · English Teaching · English Education · b2 · Computer Skills
,,,
Back office Agent ( Mail & Chat ) - English Account,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 15 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · back office · back office agent · English Teaching · English Training · English Education · English Instructing
,,,
Customer service representative (second line complaints account) backoffice English account/Etisalat Emirates.,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management · Customer Experience
,,,
Business Developer-Japanese / Chinese Speakers,The Translation Gate -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · Business Development · Sales/Retail · Business Development · Call Center · English · negotiation skills · Sales · sales skills · Writing · excel
,,,
"Chats & Mails Account at Etisalat UAE, English Account",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 15 Yrs of Exp · Banking · Customer Service/Support · Sales/Retail · Customer Service · Customer Care · Customer Support · back office · English education · English teaching · English Instructing
,,,
Customer Service Representative English Speaker (calls/chat),Athear -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Customer · Customer Care · Communication skills · Communication · Customer Support · English · Microsoft Office · Software
,,,
Fluent French Speakers,Concentrix + Webhelp -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 1 Yrs of Exp · Customer Service/Support · Call Center · Communication skills · Customer Care · computer · Communication · french · Skills · English · Typing
,,,
"Customer service representative/backoffice (second line complaints)English account,Etisalat UAE.",Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 10 Yrs of Exp · Banking · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management
,,,
Customer service representative (Mail&Chat)English Account/Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · B2 · Customer Care · Customer Service · Customer Support · English · Experience · interpersonal · Interpersonal skills · Sales
,,,
Quality Specialist - Cairo,Dimofinf Operations Center -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Quality · Education · Coaching · Quality Assurance · Quality Control · Sales · Skills · Training
,,,
Customer Care (Fluent English Speaker),Sutherland -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 0 - 10 Yrs of Exp · Customer Service/Support · Sales/Retail · Engineering - Telecom/Technology · Customer Care · Customer Service · Customer Support · Sales · Telecommunication · Telecom · Telesales
,,,
French Customer Advisor,Concentrix + Webhelp -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 0 - 1 Yrs of Exp · Customer Service/Support · Call Center · Advisor · Customer Service · Service advisor
,,,
SMB Customer support Agent,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Call Center · Communication · Customer Care · Customer Service · Customer Support · English · Help desk
,,,
SMB ADVISOR,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · SMB · Customer Support · Customer Service · Call Center
,,,
Backoffice/Customer service (Second line complaints)English account.,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 4 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management · Customer Experience
,,,
Ops & Customer Care Project Coordinator - Consumer Finance,Beltone Financial  -,"Boulaq, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · Project/Program Management · Customer Care · Project · Project Management · Customer Support · Call Center · Customer Service
,,,
English Mail & Chat Agents(Shopping Company) /// /Males ONLYYY …....,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Back Office · Webchat · Customer support · Customer service · English · Call Center · Customer Care
,,,
Customer service/backoffice (second line complaints)English account,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 6 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Customer Support · Call Center · Customer Relations · Customer Satisfaction · Customer Retention · Customer Service Management · Customer Experience
,,,
Customer service representative (Mail&Chat) English Account Etisalat UAE.,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Operations/Management · Sales/Retail · Customer Care · Customer Service · Customer Support · Sales · interpersonal · Experience · English Teaching
,,,
Fluent English Speaker - Customer Service Agent,London International Patient Services -,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · males_preferred · Administration · Customer Service/Support · Medical/Healthcare · Adminsrition · Customer Services · Customer Care · Customer Support · Medical · English · Call Centre
,,,
_VOIS - UK account - Customer Support Specialist- Remote Work (Non-Cairo Residents),_VOIS Egypt -,"Smart Village, Giza, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 0 - 5 Yrs of Exp · Customer Service/Support · Call Center · Customer Service · Customer Care · Customer Support · c1 · Communication skills · English · Call Centre · Communication
,,,
Customer Services Care for Vodafone UK/IE,_VOIS Egypt -,"Alexandria, Egypt ",Full TimeShift BasedWork From HomeEntry Level · Customer Service/Support · Customer · Customer Care · Customer Support · Customer Service · customer support representative · Representative · Support · Vodafone · Vodafone Uk
,,,
_VOIS - UK Account - Cairo Residents - Customer Care Consultant - Work from Home,_VOIS Egypt -,"Cairo, Egypt ",Full TimeShift BasedWork From HomeEntry Level · Customer Service/Support · Call Center · Customer Service · Customer Care · Customer Support · English · Communication skills · Call Centre · Communication · c1
,,,
_VOIS - Ireland Account - Customer Care Consultant - Work from Home,_VOIS Egypt -,"Cairo, Egypt ",Full TimeShift BasedWork From HomeEntry Level · Customer Service/Support · Call Center · Customer Service · Customer Care · Customer Support · English · Communication skills · Call Centre · Communication · c1
,,,
Customer Service Agent,Wisely Insure -,"Nasr City, Cairo, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Operations/Management · Call Center · Customer Support · Medical · Insurance · Customer Care · CRM
,,,
Customer service representative (Mail&Chat) English Account/Etisalat UAE,Etisalat Egypt -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · Customer Service/Support · Customer Care · Customer Service · Customer Support · Experience · interpersonal · Sales · Commerce · English Teaching · English Education
,,,
